stat_id;date;value;
BALANCE_2901172853;20.08.2018;125667.0;
BALANCE_2901172853;21.08.2018;125667.0;
BALANCE_2901172853;22.08.2018;125667.0;
BALANCE_2901172853;23.08.2018;125667.0;
BALANCE_2901172853;24.08.2018;125667.0;
BALANCE_2901172853;25.08.2018;125667.0;
BALANCE_2901172853;26.08.2018;125667.0;
BALANCE_2901172853;27.08.2018;125667.0;
BALANCE_2901172853;28.08.2018;125667.0;
BALANCE_2901172853;29.08.2018;125667.0;
BALANCE_2901172853;30.08.2018;125667.0;
BALANCE_2901172853;31.08.2018;125667.0;
BALANCE_2901172853;01.09.2018;125667.0;
BALANCE_2901172853;02.09.2018;125667.0;
BALANCE_2901172853;03.09.2018;125667.0;
BALANCE_2901172853;04.09.2018;125667.0;
BALANCE_2901172853;05.09.2018;125667.0;
BALANCE_2901172853;06.09.2018;125667.0;
BALANCE_2901172853;07.09.2018;125667.0;
BALANCE_2901172853;08.09.2018;125667.0;
BALANCE_2901172853;09.09.2018;125667.0;
BALANCE_2901172853;10.09.2018;125667.0;
BALANCE_2901172853;11.09.2018;125667.0;
BALANCE_2901172853;12.09.2018;125667.0;
BALANCE_2901172853;13.09.2018;125667.0;
BALANCE_2901172853;14.09.2018;125667.0;
BALANCE_2901172853;15.09.2018;125667.0;
BALANCE_2901172853;16.09.2018;125667.0;
BALANCE_2901172853;17.09.2018;125667.0;
BALANCE_2901172853;18.09.2018;125667.0;
BALANCE_2901172853;19.09.2018;125667.0;
BALANCE_2901172853;20.09.2018;125667.0;
BALANCE_2901172853;21.09.2018;125667.0;
BALANCE_2901172853;22.09.2018;125667.0;
BALANCE_2901172853;23.09.2018;125667.0;
BALANCE_2901172853;24.09.2018;125667.0;
BALANCE_2901172853;25.09.2018;125667.0;
BALANCE_2901172853;26.09.2018;125667.0;
BALANCE_2901172853;27.09.2018;125667.0;
BALANCE_2901172853;28.09.2018;125667.0;
BALANCE_2901172853;29.09.2018;125667.0;
BALANCE_2901172853;30.09.2018;125667.0;
BALANCE_2901172853;01.10.2018;125667.0;
BALANCE_2901172853;02.10.2018;125667.0;
BALANCE_2901172853;03.10.2018;125667.0;
BALANCE_2901172853;04.10.2018;125667.0;
BALANCE_2901172853;05.10.2018;125667.0;
BALANCE_2901172853;06.10.2018;125667.0;
BALANCE_2901172853;07.10.2018;125667.0;
BALANCE_2901172853;08.10.2018;125667.0;
BALANCE_2901172853;09.10.2018;125667.0;
BALANCE_2901172853;10.10.2018;125667.0;
BALANCE_2901172853;11.10.2018;125667.0;
BALANCE_2901172853;12.10.2018;125667.0;
BALANCE_2901172853;13.10.2018;125667.0;
BALANCE_2901172853;14.10.2018;125667.0;
BALANCE_2901172853;15.10.2018;125667.0;
BALANCE_2901172853;16.10.2018;125667.0;
BALANCE_2901172853;17.10.2018;125667.0;
