stat_id;date;value;
BALANCE_2000074033;06.09.2018;211938.0;
BALANCE_2000074033;07.09.2018;211938.0;
BALANCE_2000074033;08.09.2018;211938.0;
BALANCE_2000074033;09.09.2018;211238.0;
BALANCE_2000074033;10.09.2018;211238.0;
BALANCE_2000074033;11.09.2018;211238.0;
BALANCE_2000074033;12.09.2018;152311.0;
BALANCE_2000074033;13.09.2018;152311.0;
BALANCE_2000074033;14.09.2018;152311.0;
BALANCE_2000074033;15.09.2018;152311.0;
BALANCE_2000074033;16.09.2018;172311.0;
BALANCE_2000074033;17.09.2018;172311.0;
BALANCE_2000074033;18.09.2018;172311.0;
BALANCE_2000074033;19.09.2018;172311.0;
BALANCE_2000074033;20.09.2018;172311.0;
BALANCE_2000074033;21.09.2018;172311.0;
BALANCE_2000074033;22.09.2018;172311.0;
BALANCE_2000074033;23.09.2018;172311.0;
BALANCE_2000074033;24.09.2018;172311.0;
BALANCE_2000074033;25.09.2018;161353.0;
BALANCE_2000074033;26.09.2018;161353.0;
BALANCE_2000074033;27.09.2018;161353.0;
BALANCE_2000074033;28.09.2018;161353.0;
BALANCE_2000074033;29.09.2018;160333.0;
BALANCE_2000074033;30.09.2018;160333.0;
BALANCE_2000074033;01.10.2018;160333.0;
BALANCE_2000074033;02.10.2018;160333.0;
BALANCE_2000074033;03.10.2018;160333.0;
BALANCE_2000074033;04.10.2018;160333.0;
BALANCE_2000074033;05.10.2018;160333.0;
BALANCE_2000074033;06.10.2018;160333.0;
BALANCE_2000074033;07.10.2018;145791.0;
BALANCE_2000074033;08.10.2018;145791.0;
BALANCE_2000074033;09.10.2018;145791.0;
BALANCE_2000074033;10.10.2018;139612.0;
BALANCE_2000074033;11.10.2018;139601.0;
BALANCE_2000074033;12.10.2018;139601.0;
BALANCE_2000074033;13.10.2018;139601.0;
BALANCE_2000074033;14.10.2018;139601.0;
BALANCE_2000074033;15.10.2018;139601.0;
BALANCE_2000074033;16.10.2018;33145.0;
BALANCE_2000074033;17.10.2018;33145.0;
BALANCE_2000074033;18.10.2018;31736.0;
BALANCE_2000074033;19.10.2018;31736.0;
BALANCE_2000074033;20.10.2018;31736.0;
BALANCE_2000074033;21.10.2018;31736.0;
BALANCE_2000074033;22.10.2018;31736.0;
BALANCE_2000074033;23.10.2018;31736.0;
BALANCE_2000074033;24.10.2018;31736.0;
BALANCE_2000074033;25.10.2018;31736.0;
BALANCE_2000074033;26.10.2018;31736.0;
BALANCE_2000074033;27.10.2018;31736.0;
BALANCE_2000074033;28.10.2018;31736.0;
BALANCE_2000074033;29.10.2018;31736.0;
BALANCE_2000074033;30.10.2018;31736.0;
BALANCE_2000074033;31.10.2018;31736.0;
BALANCE_2000074033;01.11.2018;31736.0;
BALANCE_2000074033;02.11.2018;31736.0;
BALANCE_2000074033;03.11.2018;31736.0;
BALANCE_2000074033;04.11.2018;31736.0;
BALANCE_2000074033;05.11.2018;31736.0;
BALANCE_2000074033;06.11.2018;31736.0;
BALANCE_2000074033;07.11.2018;31736.0;
BALANCE_2000074033;08.11.2018;31736.0;
BALANCE_2000074033;09.11.2018;31736.0;
BALANCE_2000074033;10.11.2018;30936.0;
BALANCE_2000074033;11.11.2018;30936.0;
BALANCE_2000074033;12.11.2018;30936.0;
BALANCE_2000074033;13.11.2018;30936.0;
BALANCE_2000074033;14.11.2018;30936.0;
BALANCE_2000074033;15.11.2018;30936.0;
BALANCE_2000074033;16.11.2018;30936.0;
BALANCE_2000074033;17.11.2018;30936.0;
BALANCE_2000074033;18.11.2018;30936.0;
BALANCE_2000074033;19.11.2018;30936.0;
BALANCE_2000074033;20.11.2018;30936.0;
BALANCE_2000074033;21.11.2018;30936.0;
BALANCE_2000074033;22.11.2018;30936.0;
BALANCE_2000074033;23.11.2018;30936.0;
BALANCE_2000074033;24.11.2018;30936.0;
BALANCE_2000074033;25.11.2018;30936.0;
BALANCE_2000074033;26.11.2018;28898.0;
BALANCE_2000074033;27.11.2018;28898.0;
BALANCE_2000074033;28.11.2018;28898.0;
BALANCE_2000074033;29.11.2018;28898.0;
BALANCE_2000074033;30.11.2018;28898.0;
BALANCE_2000074033;01.12.2018;28898.0;
BALANCE_2000074033;02.12.2018;28898.0;
BALANCE_2000074033;07.12.2018;28898.0;
BALANCE_2000074033;08.12.2018;28898.0;
BALANCE_2000074033;09.12.2018;28898.0;
BALANCE_2000074033;10.12.2018;28898.0;
BALANCE_2000074033;11.12.2018;28898.0;
BALANCE_2000074033;12.12.2018;28898.0;
BALANCE_2000074033;13.12.2018;28898.0;
