stat_id;date;value;
BALANCE_2100048174;20.08.2018;425737.0;
BALANCE_2100048174;21.08.2018;425737.0;
BALANCE_2100048174;22.08.2018;425737.0;
BALANCE_2100048174;23.08.2018;425737.0;
BALANCE_2100048174;24.08.2018;425737.0;
BALANCE_2100048174;25.08.2018;425737.0;
BALANCE_2100048174;26.08.2018;425737.0;
BALANCE_2100048174;27.08.2018;426037.0;
BALANCE_2100048174;28.08.2018;469537.0;
BALANCE_2100048174;29.08.2018;581537.0;
BALANCE_2100048174;30.08.2018;601537.0;
BALANCE_2100048174;31.08.2018;637037.0;
BALANCE_2100048174;01.09.2018;637137.0;
BALANCE_2100048174;02.09.2018;637137.0;
BALANCE_2100048174;03.09.2018;645637.0;
BALANCE_2100048174;04.09.2018;660865.0;
BALANCE_2100048174;05.09.2018;667249.0;
BALANCE_2100048174;06.09.2018;667299.0;
BALANCE_2100048174;07.09.2018;681491.0;
BALANCE_2100048174;08.09.2018;689491.0;
BALANCE_2100048174;09.09.2018;689491.0;
BALANCE_2100048174;10.09.2018;737491.0;
BALANCE_2100048174;11.09.2018;740291.0;
BALANCE_2100048174;12.09.2018;769779.0;
BALANCE_2100048174;13.09.2018;769779.0;
BALANCE_2100048174;14.09.2018;771879.0;
BALANCE_2100048174;15.09.2018;771879.0;
BALANCE_2100048174;16.09.2018;772079.0;
BALANCE_2100048174;17.09.2018;847329.0;
BALANCE_2100048174;18.09.2018;868830.0;
BALANCE_2100048174;19.09.2018;945330.0;
BALANCE_2100048174;20.09.2018;94783.0;
BALANCE_2100048174;21.09.2018;136260.0;
BALANCE_2100048174;22.09.2018;151260.0;
BALANCE_2100048174;23.09.2018;177346.0;
BALANCE_2100048174;24.09.2018;317558.0;
BALANCE_2100048174;25.09.2018;363928.0;
BALANCE_2100048174;26.09.2018;380786.0;
BALANCE_2100048174;27.09.2018;498711.0;
BALANCE_2100048174;28.09.2018;498711.0;
BALANCE_2100048174;29.09.2018;498711.0;
BALANCE_2100048174;30.09.2018;498711.0;
BALANCE_2100048174;01.10.2018;72587.0;
BALANCE_2100048174;02.10.2018;106887.0;
BALANCE_2100048174;03.10.2018;121144.0;
BALANCE_2100048174;04.10.2018;221872.0;
BALANCE_2100048174;05.10.2018;227996.0;
