stat_id;date;value;
BALANCE_2001172815;06.09.2018;223097.0;
BALANCE_2001172815;07.09.2018;223097.0;
BALANCE_2001172815;08.09.2018;223097.0;
BALANCE_2001172815;09.09.2018;223097.0;
BALANCE_2001172815;10.09.2018;216676.0;
BALANCE_2001172815;11.09.2018;216676.0;
BALANCE_2001172815;12.09.2018;211678.0;
BALANCE_2001172815;13.09.2018;211678.0;
BALANCE_2001172815;14.09.2018;163678.0;
BALANCE_2001172815;15.09.2018;163678.0;
BALANCE_2001172815;16.09.2018;163678.0;
BALANCE_2001172815;17.09.2018;144246.0;
BALANCE_2001172815;18.09.2018;110561.0;
BALANCE_2001172815;19.09.2018;110561.0;
BALANCE_2001172815;20.09.2018;110561.0;
BALANCE_2001172815;21.09.2018;109036.0;
BALANCE_2001172815;22.09.2018;109036.0;
BALANCE_2001172815;23.09.2018;109036.0;
BALANCE_2001172815;24.09.2018;457006.0;
BALANCE_2001172815;25.09.2018;457006.0;
BALANCE_2001172815;26.09.2018;457006.0;
BALANCE_2001172815;27.09.2018;453229.0;
BALANCE_2001172815;28.09.2018;453229.0;
BALANCE_2001172815;29.09.2018;453229.0;
BALANCE_2001172815;30.09.2018;453229.0;
BALANCE_2001172815;01.10.2018;453229.0;
BALANCE_2001172815;02.10.2018;453229.0;
BALANCE_2001172815;03.10.2018;417089.0;
BALANCE_2001172815;04.10.2018;417089.0;
BALANCE_2001172815;05.10.2018;360014.0;
BALANCE_2001172815;06.10.2018;360014.0;
BALANCE_2001172815;07.10.2018;360014.0;
BALANCE_2001172815;08.10.2018;510014.0;
BALANCE_2001172815;09.10.2018;610014.0;
BALANCE_2001172815;10.10.2018;549993.0;
BALANCE_2001172815;11.10.2018;501593.0;
BALANCE_2001172815;12.10.2018;501593.0;
BALANCE_2001172815;13.10.2018;496305.0;
BALANCE_2001172815;14.10.2018;496305.0;
BALANCE_2001172815;15.10.2018;496305.0;
BALANCE_2001172815;16.10.2018;496305.0;
BALANCE_2001172815;17.10.2018;496305.0;
BALANCE_2001172815;18.10.2018;405110.0;
BALANCE_2001172815;19.10.2018;405110.0;
BALANCE_2001172815;20.10.2018;393329.0;
BALANCE_2001172815;21.10.2018;393329.0;
BALANCE_2001172815;22.10.2018;385706.0;
BALANCE_2001172815;23.10.2018;376039.0;
BALANCE_2001172815;24.10.2018;376039.0;
BALANCE_2001172815;25.10.2018;370039.0;
BALANCE_2001172815;26.10.2018;370039.0;
BALANCE_2001172815;27.10.2018;370039.0;
BALANCE_2001172815;28.10.2018;370039.0;
BALANCE_2001172815;29.10.2018;370039.0;
BALANCE_2001172815;30.10.2018;370039.0;
BALANCE_2001172815;31.10.2018;367406.0;
BALANCE_2001172815;01.11.2018;367406.0;
BALANCE_2001172815;02.11.2018;367406.0;
BALANCE_2001172815;03.11.2018;367406.0;
BALANCE_2001172815;04.11.2018;367406.0;
BALANCE_2001172815;05.11.2018;367406.0;
BALANCE_2001172815;06.11.2018;367406.0;
BALANCE_2001172815;07.11.2018;367406.0;
BALANCE_2001172815;08.11.2018;117838.0;
BALANCE_2001172815;09.11.2018;117838.0;
BALANCE_2001172815;10.11.2018;117838.0;
BALANCE_2001172815;11.11.2018;117838.0;
BALANCE_2001172815;12.11.2018;116125.0;
BALANCE_2001172815;13.11.2018;111441.0;
BALANCE_2001172815;14.11.2018;111441.0;
BALANCE_2001172815;15.11.2018;111441.0;
BALANCE_2001172815;16.11.2018;111441.0;
BALANCE_2001172815;17.11.2018;111441.0;
BALANCE_2001172815;18.11.2018;111441.0;
BALANCE_2001172815;19.11.2018;111441.0;
BALANCE_2001172815;20.11.2018;111441.0;
BALANCE_2001172815;21.11.2018;111441.0;
BALANCE_2001172815;22.11.2018;111441.0;
