stat_id;date;value;
BALANCE_2200643114;06.09.2018;901.0;
BALANCE_2200643114;07.09.2018;901.0;
BALANCE_2200643114;08.09.2018;901.0;
BALANCE_2200643114;09.09.2018;901.0;
BALANCE_2200643114;10.09.2018;901.0;
BALANCE_2200643114;11.09.2018;901.0;
BALANCE_2200643114;12.09.2018;901.0;
BALANCE_2200643114;13.09.2018;901.0;
BALANCE_2200643114;14.09.2018;901.0;
BALANCE_2200643114;15.09.2018;901.0;
BALANCE_2200643114;16.09.2018;901.0;
BALANCE_2200643114;17.09.2018;901.0;
BALANCE_2200643114;18.09.2018;901.0;
BALANCE_2200643114;19.09.2018;901.0;
BALANCE_2200643114;20.09.2018;901.0;
BALANCE_2200643114;21.09.2018;901.0;
BALANCE_2200643114;22.09.2018;901.0;
BALANCE_2200643114;23.09.2018;901.0;
BALANCE_2200643114;24.09.2018;901.0;
BALANCE_2200643114;25.09.2018;901.0;
BALANCE_2200643114;26.09.2018;901.0;
BALANCE_2200643114;27.09.2018;901.0;
BALANCE_2200643114;28.09.2018;901.0;
BALANCE_2200643114;29.09.2018;901.0;
BALANCE_2200643114;30.09.2018;901.0;
BALANCE_2200643114;01.10.2018;901.0;
BALANCE_2200643114;02.10.2018;901.0;
BALANCE_2200643114;03.10.2018;901.0;
BALANCE_2200643114;04.10.2018;901.0;
BALANCE_2200643114;05.10.2018;901.0;
BALANCE_2200643114;06.10.2018;901.0;
BALANCE_2200643114;07.10.2018;901.0;
BALANCE_2200643114;08.10.2018;901.0;
BALANCE_2200643114;09.10.2018;901.0;
BALANCE_2200643114;10.10.2018;901.0;
BALANCE_2200643114;11.10.2018;901.0;
BALANCE_2200643114;12.10.2018;901.0;
BALANCE_2200643114;13.10.2018;901.0;
BALANCE_2200643114;14.10.2018;901.0;
BALANCE_2200643114;15.10.2018;901.0;
BALANCE_2200643114;16.10.2018;901.0;
BALANCE_2200643114;17.10.2018;901.0;
BALANCE_2200643114;18.10.2018;901.0;
BALANCE_2200643114;19.10.2018;901.0;
BALANCE_2200643114;20.10.2018;901.0;
BALANCE_2200643114;21.10.2018;901.0;
BALANCE_2200643114;22.10.2018;901.0;
BALANCE_2200643114;23.10.2018;901.0;
BALANCE_2200643114;24.10.2018;901.0;
BALANCE_2200643114;25.10.2018;901.0;
BALANCE_2200643114;26.10.2018;901.0;
BALANCE_2200643114;27.10.2018;901.0;
BALANCE_2200643114;28.10.2018;901.0;
BALANCE_2200643114;29.10.2018;901.0;
BALANCE_2200643114;30.10.2018;901.0;
BALANCE_2200643114;31.10.2018;901.0;
BALANCE_2200643114;01.11.2018;901.0;
BALANCE_2200643114;02.11.2018;901.0;
BALANCE_2200643114;03.11.2018;901.0;
BALANCE_2200643114;04.11.2018;901.0;
BALANCE_2200643114;05.11.2018;901.0;
BALANCE_2200643114;06.11.2018;901.0;
BALANCE_2200643114;07.11.2018;901.0;
BALANCE_2200643114;08.11.2018;901.0;
BALANCE_2200643114;09.11.2018;901.0;
BALANCE_2200643114;10.11.2018;901.0;
BALANCE_2200643114;11.11.2018;901.0;
BALANCE_2200643114;12.11.2018;901.0;
BALANCE_2200643114;13.11.2018;901.0;
BALANCE_2200643114;14.11.2018;901.0;
BALANCE_2200643114;15.11.2018;901.0;
BALANCE_2200643114;16.11.2018;901.0;
BALANCE_2200643114;17.11.2018;901.0;
BALANCE_2200643114;18.11.2018;901.0;
BALANCE_2200643114;19.11.2018;901.0;
BALANCE_2200643114;20.11.2018;901.0;
BALANCE_2200643114;21.11.2018;901.0;
BALANCE_2200643114;22.11.2018;901.0;
BALANCE_2200643114;23.11.2018;901.0;
BALANCE_2200643114;24.11.2018;901.0;
BALANCE_2200643114;25.11.2018;901.0;
BALANCE_2200643114;26.11.2018;901.0;
BALANCE_2200643114;27.11.2018;901.0;
BALANCE_2200643114;28.11.2018;901.0;
BALANCE_2200643114;29.11.2018;901.0;
BALANCE_2200643114;30.11.2018;901.0;
BALANCE_2200643114;01.12.2018;901.0;
BALANCE_2200643114;02.12.2018;901.0;
BALANCE_2200643114;07.12.2018;901.0;
BALANCE_2200643114;08.12.2018;901.0;
BALANCE_2200643114;09.12.2018;901.0;
BALANCE_2200643114;10.12.2018;901.0;
BALANCE_2200643114;11.12.2018;901.0;
BALANCE_2200643114;12.12.2018;901.0;
BALANCE_2200643114;13.12.2018;901.0;
