stat_id;date;value;method;
PI_MEMBERS_VYSOCINA;01.09.2018;43.0;None;
PI_MEMBERS_VYSOCINA;02.09.2018;43.0;None;
PI_MEMBERS_VYSOCINA;03.09.2018;43.0;None;
PI_MEMBERS_VYSOCINA;04.09.2018;43.0;None;
PI_MEMBERS_VYSOCINA;05.09.2018;43.0;None;
PI_MEMBERS_VYSOCINA;06.09.2018;43.0;None;
PI_MEMBERS_VYSOCINA;07.09.2018;43.0;None;
PI_MEMBERS_VYSOCINA;08.09.2018;43.0;None;
PI_MEMBERS_VYSOCINA;09.09.2018;43.0;None;
PI_MEMBERS_VYSOCINA;10.09.2018;43.0;None;
PI_MEMBERS_VYSOCINA;11.09.2018;43.0;None;
PI_MEMBERS_VYSOCINA;12.09.2018;43.0;None;
PI_MEMBERS_VYSOCINA;13.09.2018;43.0;None;
PI_MEMBERS_VYSOCINA;14.09.2018;43.0;None;
PI_MEMBERS_VYSOCINA;15.09.2018;43.0;None;
PI_MEMBERS_VYSOCINA;16.09.2018;43.0;None;
PI_MEMBERS_VYSOCINA;17.09.2018;43.0;None;
PI_MEMBERS_VYSOCINA;18.09.2018;43.0;None;
PI_MEMBERS_VYSOCINA;19.09.2018;43.0;None;
PI_MEMBERS_VYSOCINA;20.09.2018;43.0;None;
PI_MEMBERS_VYSOCINA;21.09.2018;43.0;None;
PI_MEMBERS_VYSOCINA;22.09.2018;43.0;None;
PI_MEMBERS_VYSOCINA;23.09.2018;43.0;None;
PI_MEMBERS_VYSOCINA;24.09.2018;43.0;None;
PI_MEMBERS_VYSOCINA;25.09.2018;43.0;None;
PI_MEMBERS_VYSOCINA;26.09.2018;44.0;None;
PI_MEMBERS_VYSOCINA;27.09.2018;44.0;None;
PI_MEMBERS_VYSOCINA;28.09.2018;44.0;None;
PI_MEMBERS_VYSOCINA;29.09.2018;44.0;None;
PI_MEMBERS_VYSOCINA;30.09.2018;44.0;None;
PI_MEMBERS_VYSOCINA;01.10.2018;44.0;None;
PI_MEMBERS_VYSOCINA;02.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;03.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;04.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;05.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;06.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;07.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;08.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;09.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;10.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;11.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;12.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;13.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;14.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;15.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;16.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;17.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;18.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;19.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;20.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;21.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;22.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;23.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;24.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;25.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;26.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;27.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;28.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;29.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;30.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;31.10.2018;45.0;None;
PI_MEMBERS_VYSOCINA;01.11.2018;45.0;None;
PI_MEMBERS_VYSOCINA;02.11.2018;45.0;None;
PI_MEMBERS_VYSOCINA;03.11.2018;45.0;None;
PI_MEMBERS_VYSOCINA;04.11.2018;45.0;None;
PI_MEMBERS_VYSOCINA;05.11.2018;45.0;None;
PI_MEMBERS_VYSOCINA;06.11.2018;45.0;None;
PI_MEMBERS_VYSOCINA;07.11.2018;45.0;None;
PI_MEMBERS_VYSOCINA;08.11.2018;45.0;None;
PI_MEMBERS_VYSOCINA;09.11.2018;45.0;None;
PI_MEMBERS_VYSOCINA;10.11.2018;45.0;None;
PI_MEMBERS_VYSOCINA;11.11.2018;45.0;None;
PI_MEMBERS_VYSOCINA;12.11.2018;45.0;None;
PI_MEMBERS_VYSOCINA;13.11.2018;45.0;None;
PI_MEMBERS_VYSOCINA;14.11.2018;45.0;None;
PI_MEMBERS_VYSOCINA;15.11.2018;45.0;None;
PI_MEMBERS_VYSOCINA;16.11.2018;45.0;None;
PI_MEMBERS_VYSOCINA;17.11.2018;45.0;None;
PI_MEMBERS_VYSOCINA;18.11.2018;45.0;None;
PI_MEMBERS_VYSOCINA;19.11.2018;45.0;None;
