stat_id;date;value;
BALANCE_2000643195;06.09.2018;2533.0;
BALANCE_2000643195;07.09.2018;2533.0;
BALANCE_2000643195;08.09.2018;2533.0;
BALANCE_2000643195;09.09.2018;2533.0;
BALANCE_2000643195;10.09.2018;2533.0;
BALANCE_2000643195;11.09.2018;2533.0;
BALANCE_2000643195;12.09.2018;2533.0;
BALANCE_2000643195;13.09.2018;2533.0;
BALANCE_2000643195;14.09.2018;2533.0;
BALANCE_2000643195;15.09.2018;2533.0;
BALANCE_2000643195;16.09.2018;2533.0;
BALANCE_2000643195;17.09.2018;2533.0;
BALANCE_2000643195;18.09.2018;2533.0;
BALANCE_2000643195;19.09.2018;2533.0;
BALANCE_2000643195;20.09.2018;2533.0;
BALANCE_2000643195;21.09.2018;2533.0;
BALANCE_2000643195;22.09.2018;2533.0;
BALANCE_2000643195;23.09.2018;2533.0;
BALANCE_2000643195;24.09.2018;2533.0;
BALANCE_2000643195;25.09.2018;2533.0;
BALANCE_2000643195;26.09.2018;2533.0;
BALANCE_2000643195;27.09.2018;2533.0;
BALANCE_2000643195;28.09.2018;2533.0;
BALANCE_2000643195;29.09.2018;2533.0;
BALANCE_2000643195;30.09.2018;2533.0;
BALANCE_2000643195;01.10.2018;2533.0;
BALANCE_2000643195;02.10.2018;2533.0;
BALANCE_2000643195;03.10.2018;2533.0;
BALANCE_2000643195;04.10.2018;2533.0;
BALANCE_2000643195;05.10.2018;2533.0;
BALANCE_2000643195;06.10.2018;2533.0;
BALANCE_2000643195;07.10.2018;2533.0;
BALANCE_2000643195;08.10.2018;2533.0;
BALANCE_2000643195;09.10.2018;2533.0;
BALANCE_2000643195;10.10.2018;2533.0;
BALANCE_2000643195;11.10.2018;2533.0;
BALANCE_2000643195;12.10.2018;2533.0;
BALANCE_2000643195;13.10.2018;2533.0;
BALANCE_2000643195;14.10.2018;2533.0;
BALANCE_2000643195;15.10.2018;2533.0;
BALANCE_2000643195;16.10.2018;2533.0;
BALANCE_2000643195;17.10.2018;2533.0;
BALANCE_2000643195;18.10.2018;2533.0;
BALANCE_2000643195;19.10.2018;2533.0;
BALANCE_2000643195;20.10.2018;2533.0;
BALANCE_2000643195;21.10.2018;2533.0;
BALANCE_2000643195;22.10.2018;2533.0;
BALANCE_2000643195;23.10.2018;2533.0;
BALANCE_2000643195;24.10.2018;2533.0;
BALANCE_2000643195;25.10.2018;2533.0;
BALANCE_2000643195;26.10.2018;2533.0;
BALANCE_2000643195;27.10.2018;2533.0;
BALANCE_2000643195;28.10.2018;2533.0;
BALANCE_2000643195;29.10.2018;2533.0;
BALANCE_2000643195;30.10.2018;2533.0;
BALANCE_2000643195;31.10.2018;2533.0;
BALANCE_2000643195;01.11.2018;2533.0;
BALANCE_2000643195;02.11.2018;2533.0;
BALANCE_2000643195;03.11.2018;2533.0;
BALANCE_2000643195;04.11.2018;2533.0;
BALANCE_2000643195;05.11.2018;2533.0;
BALANCE_2000643195;06.11.2018;2533.0;
BALANCE_2000643195;07.11.2018;2533.0;
BALANCE_2000643195;08.11.2018;2533.0;
BALANCE_2000643195;09.11.2018;2533.0;
BALANCE_2000643195;10.11.2018;2533.0;
BALANCE_2000643195;11.11.2018;2533.0;
BALANCE_2000643195;12.11.2018;2533.0;
BALANCE_2000643195;13.11.2018;2533.0;
BALANCE_2000643195;14.11.2018;2533.0;
BALANCE_2000643195;15.11.2018;2533.0;
BALANCE_2000643195;16.11.2018;2533.0;
BALANCE_2000643195;17.11.2018;2533.0;
BALANCE_2000643195;18.11.2018;2533.0;
BALANCE_2000643195;19.11.2018;2533.0;
